Δεύτερη δυναμική κινητοποίηση από τους διανομείς σε Εfood και Wolt,efsyn.gr,2025-11-29,https://www.efsyn.gr/oikonomia/ergasiaka/492637_deyteri-dynamiki-kinitopoiisi-apo-toys-dianomeis-se-efood-kai-wolt,2026-02-14 17:29:21.690380,"Δυναμική κινητοποίηση,τη δεύτερη σε δύο μέρες, πραγματοποίησε πλήθος διανομέων της Εfood και της Wolt στη συμβολή των οδών Κηφισίας και Αλεξάνδρας στο πλαίσιο στάσης εργασίαςγια τη διεκδίκηση καλύτερων συνθηκών εργασίαςμε βασικά δικαιώματα και αυξήσεις στους μισθούς. Χθες έκαναν μαζική μοτοπορεία στο κέντρο της Αθήνας στέλνοντας ισχυρό μήνυμα ενάντια στην απληστία των πλατφορμών και την συστηματική αδικία, που βιώνουν επί σειρά πολλών ετών. Όπως αναφέρει σε ανακοίνωσή του το επιχειρησιακό σωματείο των εργαζομένων της Εfood, οι εταιρίες «βγάζουν όλο και περισσότερα εκατομμύρια στις πλάτες μας και την ίδια στιγμή αρνούνται να υπογράψουν συλλογικές συμβάσεις με αυξήσεις. Αντίθετα, μειώνουν συνέχεια τις αμοιβές μας και αυξάνουν την πίεση στην ένταση των διανομών με κίνδυνο στην ασφάλεια μας». Γι' αυτούς τους λόγους απαιτούν «συλλογική σύμβαση για όλες τις ειδικότητες με αυξήσεις στους μισθούς, ελάχιστη αμοιβή ανά ώρα και αύξηση των αμοιβών, κάλυψη ατυχήματος και τέλος οι εργολάβοι - απευθείας προσλήψεις». «Θυμόμαστε ότι εμείς έχουμε την δύναμη, χωρίς εμάς οι πλατφόρμες δεν είναι τίποτα. Θυμόμαστε ότι ενωμένοι μπορούμε να νικάμε. Όλοι και όλες σήμερα στην στάση εργασίας για τον κοινό μας αγώνα!»."
Κινητοποιήσεις για τις περικοπές,efsyn.gr,2025-11-28,https://www.efsyn.gr/oikonomia/ergasiaka/492427_kinitopoiiseis-gia-tis-perikopes,2026-02-14 17:29:21.690380,"Το 2019 η φωτογραφία μιας μετανάστριας μητέρας διανομέα με ποδήλατο, τη στολή της δουλειάς και ένα παιδί στην αγκαλιά στο Μπουένος Αϊρες ανάγκασε διεθνείς φορείς να στρέψουν το βλέμμα στην εργασία στις ψηφιακές πλατφόρμες, που επί σειρά ετών παρέμενε απαρατήρητη. Η ίδια είχε δηλώσει ότι δεν πήγαινε παραγγελίες αλλά το παιδί στον βρεφονηπιακό σταθμό πριν από την έναρξη της βάρδιάς της για την PedidosYa. Η εικόνα ενός διανομέα στην Αθήνα να απαντά στο κινητό εν κινήσει έρχεται από το κοντινό μέλλον, καθώς με το νέο σύστημα αποδοχής και κατανομής παραδόσεων η Efood καλεί τους εργαζόμενους να βρίσκονται σε συνεχή επαγρύπνηση στην εφαρμογή της πλατφόρμας και στις ειδοποιήσεις της ακόμα και κατά τη διάρκεια της οδήγησης. Οι παραπάνω απαιτήσεις με σαφή κίνδυνο για την υγεία και την ασφάλεια των οδηγών, το αδιαφανές σύστημα πληρωμής ανά παραγγελία για τα «μπλοκάκια» και το υπερεκμεταλλευτικό μοντέλο των εργολάβων βγάζουν σήμερα και αύριο τους διανομείς της Efood και της Wolt στους δρόμους σε πέντε πόλεις της χώρας: Αθήνα, Θεσσαλονίκη, Γιάννενα, Βόλο και Καλαμάτα. Τα σωματεία κήρυξαν στάσεις εργασίας από τις 6 το απόγευμα μέχρι τις 11 το βράδυ διεκδικώντας συλλογικές συμβάσεις εργασίας, μισθολογικές αυξήσεις σε όλες τις ειδικότητες των εργαζομένων, ελάχιστη εγγυημένη τιμή ανά ώρα, κάλυψη εργατικού ατυχήματος, δωρεάν μέσα ατομικής προστασίας για τους λεγόμενους «freelancers» και μετατροπή όσων από αυτούς το επιθυμούν σε μισθωτούς. Σύμφωνα με το Σωματείο Εργαζομένων στην Efood Π. Αττικής, η εταιρεία αρνείται εδώ και μήνες να διαπραγματευτεί για τους μισθούς και τις συνθήκες εργασίας και απέρριψε την πρόταση του μεσολαβητή στον Οργανισμό Μεσολάβησης και Διαιτησίας, που είχε γίνει δεκτή από τους εργαζόμενους μισθωτούς σε απόφαση Γενικής Συνέλευσης. Κεντρικό αίτημα αποτελούν επίσης οι προσλήψεις απευθείας στην εταιρεία, ώστε να μπει τέλος στο καθεστώς των εργολάβων. Οι στολάρχες τους «κρατούν μεγάλο μέρος των αμοιβών μας, επιβάλλουν σκληρούς όρους και εκμεταλλεύονται τις περισσότερες φορές το πιο ευάλωτο κομμάτι των συναδέλφων μας, τους μετανάστες. Μεσάζοντες και εταιρεία κερδίζουν, ενώ όλοι οι εργαζόμενοι, ανεξαρτήτως σχέσης εργασίας και εθνικότητας, χάνουμε. Σε αντίθεση με τον ρατσιστικό λόγο που προωθείται για να μας διχάσει, ξεκαθαρίζουμε πως είμαστε συνάδελφοι και αδέλφια με όλους τους μετανάστες. Δεν ρίχνουν οι εργαζόμενοι τις τιμές αλλά οι εργολάβοι» τονίζει το σωματείο. Οπως αναφέρει στο κάλεσμά του, ο αλγόριθμος πλειστηριάζει τις τιμές των πληρωμών των freelancers. «Από το καλοκαίρι έως σήμερα, η μέση αμοιβή ανά παραγγελία έχει μειωθεί 25-30%, συμπιέζοντας το εισόδημα χιλιάδων συναδέλφων μας. Εχουμε καταλήξει να δουλεύουμε 12ωρα για να έχουμε αξιοπρεπές εισόδημα χωρίς δικαιώματα. Το πιο εξωφρενικό είναι πώς σε δεκάδες εργατικά ατυχήματα δεν είμαστε καλυμμένοι. Τραυματιζόμαστε και μένουμε απροστάτευτοι, χωρίς εισόδημα, ενώ οι εταιρείες κρύβονται πίσω από τον τίτλο του «συνεργάτη», μετατρέποντας την καθημερινή μας δουλειά σε παγίδα χωρίς δικαιώματα» σημειώνεται στην ανακοίνωση. Τα «ψωμιά» του μυστικού αλγόριθμου θα είναι μετρημένα αν εφαρμοστεί στην πράξη η πρόβλεψη της ευρωπαϊκής οδηγίας 2831, η οποία υιοθετήθηκε μόλις το 2024 και πρέπει να ενσωματωθεί στις εθνικές νομοθεσίες των κρατών-μελών μέχρι τον Δεκέμβριο του 2026. Η σχετική διάταξη ρύθμιση υποχρεώνει τις εταιρείες να δίνουν στοιχεία για τον προγραμματισμό του αλγόριθμου σε άτομο, σωματείο ή στο υπουργείο Εργασίας, προκειμένου να μην επαφίεται στη λειτουργία της μηχανής η αλλαγή της μισθοδοσίας, η απόλυση και η προαγωγή. Με άλλη σημαντική ρύθμιση οι εταιρείες των πλατφορμών θα είναι υπεύθυνες και για τη διαχείριση του εργολάβου. Η αρμόδια επιτροπή του ελληνικού υπουργείου Εργασίας, που συγκροτήθηκε τον περασμένο Ιούλιο, εξετάζει τα δεδομένα της Οδηγίας και πραγματοποιεί συναντήσεις με εκπροσώπους εργαζομένων και εταιρειών του κλάδου. Με τις διήμερες κινητοποιήσεις οι εργαζόμενοι ζητούν επίσης την άμεση οριοθέτηση της ακτίνας διανομής για τους μισθωτούς, για μην τους στέλνουν από το κέντρο της Αθήνας στην Κηφισιά και από τον Πειραιά στην Ηλιούπολη. Το ζήτημα των λεγόμενων ζωνών έθεσαν οι εκπρόσωποι των διανομέων την περασμένη Τρίτη στην Επιθεώρηση Εργασίας της Νέας Ιωνίας, με σκοπό να μειωθεί η έκταση των περιοχών και να μειωθεί ο κίνδυνος ατυχήματος από τις παραδόσεις σε άγνωστες περιοχές. Τη στήριξή τους στα σωματεία και στις συγκεντρώσεις τους στη συμβολή των οδών λεωφόρων Αλεξάνδρας και Κηφισίας (18.30 Παρασκευή και Σάββατο) έχουν εκφράσει επίσης συνελεύσεις εργαζομένων και συλλογικότητες του αντιεξουσιαστικού χώρου. "
Η μεγάλη απάτη των πληρωμών,efsyn.gr,2025-11-28,https://www.efsyn.gr/diabaste-simera/492419_i-megali-apati-ton-pliromon,2026-02-14 17:29:21.690380,Διαβάστε σήμερα στην Εφημερίδα των Συντακτών που κυκλοφορεί σε όλα τα περίπτερα αλλά μπορείτε να τη βρείτε και σε ψηφιακή μορφήεδώ. Η μεγάλη απάτη με τις πληρωμές Βουλή Κοινωνική κατοικία Πολεοδομίες Στον φακό της «Εφ.Συν.»: Black Friday Efood - Wolt Κεντροαριστερά Ουκρανία Χονγκ Κονγκ ΥΠΠΟ - ΕΦΑ Φθιώτιδας και Ευρυτανίας Everynight
Σωματείο εργαζομένων Efood: «Στημένο παιχνίδι» οι αμοιβές μας [βίντεο],efsyn.gr,2025-11-26,https://www.efsyn.gr/oikonomia/ergasiaka/492244_somateio-ergazomenon-efood-stimeno-paihnidi-oi-amoibes-mas-binteo,2026-02-14 17:29:21.690380,"Αντεργατικές πρακτικές από την εταιρία Efood σχετικά με τις αμοιβές τους και τους όρους εργασίας τους, κατήγγειλαν με ανακοίνωση και βίντεo τουσωματείουτους, οι εργαζόμενοι της εταιρίας. Συγκεκριμένα αναφέρουν ότι στις διπλές παραγγελίες, υποχρεώνονται να παραιτηθούν από την αμοιβή της δεύτερης κατά σειρά, ότι τα ηλεκτρονικά φιλοδωρήματα ενσωματώνονται στις αμοιβές τους, ότι δεν υπάρχει καμία διαφάνεια στην διαμόρφωση της τιμής ανά παραγγελία, ότι οι αμοιβες τους συνεχώς μειώνονται και ότι δουλεύουν χωρίς καμία ευθύνη της εταιρίας στο εργατικό ατύχημα.  «Η efood έχει κάνει τις αμοιβές μας ένα στημένο παιχνίδι! Στις διπλές παραγγελίες, κάνουμε δώρο στην εταιρία την δεύτερη παραγγελία. Τα ηλεκτρονικά φιλοδωρήματα έμμεσα ενσωματώνονται στις αμοιβές μας. Δεν υπάρχει καμία διαφάνεια στην διαμόρφωση της τιμής ανά παραγγελία. Οι τιμές και οι αμοιβες μας συνεχώς κατρακυλούν. Εχουμε μόνο έξοδα, χωρίς δικαιώματα, χωρίς καμία ευθύνη της εταιρείας στο εργατικό ατύχημα. Την ίδια στιγμή που η efood συσσωρεύει υπερκέρδη. Δεν θα ανεχτούμε πια αυτή την απάτη. Θέλουμε διαφάνεια στις αμοιβές μας. Ελάχιστη εγγυημένη αμοιβή ανά ώρα. Κάλυψη εργατικού ατυχήματος. Συλλογική σύμβαση τώρα για όλες τις ειδικότητες στην εταιρία! 👉 Όλοι και όλες στις στάσεις εργασίας Παρασκευή 28 και Σάββατο 29/11 από τις 18:00 εώς τις 23:00. 👉 Συγκέντρωση και τις δύο μέρες στις 18:30 στο KFC Κηφισίας και Αλεξάνδρας! Ο αγώνας μας απλώνεται σε όλη την Ελλάδα: Αττική, Θεσσαλονίκη, Καλαμάτα, Ιωάννινα, Βόλος! Βγαίνουμε στην αντεπίθεση! Τα θέλουμε όλα πίσω! ▶ συλλογική σύμβαση για όλες τις ειδικότητες με αυξήσεις στους μισθούς ▶ ελάχιστη αμοιβή ανά ώρα και αύξηση των αμοιβών ▶ κάλυψη ατυχήματος ▶ έξω οι εργολάβοι - απευθείας προσλήψεις στην εταιρεία» "
Στάσεις εργασίας σε Efood και Wolt για το «αυτονόητο»,efsyn.gr,2025-11-25,https://www.efsyn.gr/oikonomia/ergasiaka/492151_staseis-ergasias-se-efood-kai-wolt-gia-aytonoito,2026-02-14 17:29:21.690380,"Σε στάσεις εργασίας την Παρασκευή 28 και το Σάββατο 29 Νοεμβρίου (από τις 6 το απόγευμα έως τις 11 το βράδυ) προχωρούν οι εργαζόμενοι της Efood κα της Efood και της Wolt, διεκδικώντας το «αυτονόητο», όπως σημειώνουν, δηλαδή «αξιοπρεπείς όρους εργασίας για όλους»: αξιοπρεπείς αμοιβές, διαφάνεια στους όρους εργασίας και ουσιαστικό διάλογο με την εταιρία. Στη σχετική ανακοίνωση των εργαζομένων της Efood, τονίζεται ότι στο πλαίσιο του διημέρου κινητοποιήσεων, συμμετέχουν επίσης σωματεία από Θεσσαλονίκη, Καλαμάτα, Γιάννενα και Βόλο, «καθιστώντας τον αγώνα πανελλαδικό και ενισχύοντας τη συλλογική μας φωνή». Σύμφωνα με τους εργαζομένους: «Η Efood αρνείται εδώ και μήνες να διαπραγματευτεί με το επιχειρησιακό μας σωματείο για τους μισθούς και τις συνθήκες εργασίας. Παρά το γεγονός ότι η πρόταση του μεσολαβητή στον ΟΜΕΔ έγινε δεκτή από τους εργαζόμενους μισθωτούς με απόφαση Γενικής Συνέλευσης, η εταιρία την απέρριψε, δείχνοντας αδιαλλαξία απέναντι σε κάθε προσπάθεια εξεύρεσης λύσης. »Την ίδια στιγμή, στους συναδέλφους freelancers εφαρμόζεται ένα αδιαφανές σύστημα πληρωμής ανά παραγγελία, όπου ο αλγόριθμος πλειστηριάζει τις τιμές. Από το καλοκαίρι έως σήμερα, η μέση αμοιβή ανά παραγγελία έχει μειωθεί 25–30%, συμπιέζοντας το εισόδημα χιλιάδων συναδέλφων μας. Έχουμε καταλήξει να δουλεύουμε 12ώρα για να έχουμε αξιοπρεπές εισόδημα χωρίς δικαιώματα. Το πιο εξωφρενικό είναι πώς σε δεκάδες εργατικά ατυχήματα δεν είμαστε καλυμμένοι. Τραυματιζόμαστε και μένουμε απροστάτευτοι, χωρίς εισόδημα, ενώ οι εταιρίες κρύβονται πίσω από τον τίτλο του «συνεργάτη», μετατρέποντας την καθημερινή μας δουλειά σε παγίδα χωρίς δικαιώματα. »Παράλληλα, η εταιρία έχει εισαγάγει το μοντέλο των εργολάβων, δημιουργώντας ένα ακόμη πιο ανεξέλεγκτο και εκμεταλλευτικό καθεστώς. Οι εργολάβοι λειτουργούν ως μεσάζοντες: κρατούν μεγάλο μέρος των αμοιβών μας, επιβάλλουν σκληρούς όρους και εκμεταλλεύονται τις περισσότερες φορές το πιο ευάλωτο κομμάτι των συναδέλφων μας, τους μετανάστες. Μεσάζοντες και εταιρία κερδίζουν, ενώ όλοι οι εργαζόμενοι ανεξαρτήτως σχέσης εργασίας και εθνικότητας, χάνουμε.Σε αντίθεση με τον ρατσιστικό λόγο που προωθείται για να μας διχάσει,ξεκαθαρίζουμε πως είμαστε συνάδελφοι και αδέλφια με όλους τους μετανάστες.Δεν ρίχνουν οι εργαζόμενοι τις τιμές αλλά οι εργολάβοι. Την Παρασκευή και το Σάββατο όλοι οι συνάδελφοι-ισσες μας στα δίκυκλα, στα γραφεία, στις αποθήκες της Efood θα γίνουμε ένα ενιαίο σύνολο απέναντι στην λογική των ατομικών λύσεων. »Οι κινητοποιήσεις μας δεν αφορούν μόνο τους εργαζόμενους στις εταιρίες πλατφόρμες. Αφορούν ολόκληρη την κοινωνία:τον σεβασμό στην εργασία, τη διαφάνεια στους αλγορίθμους, την ασυδοσία των πολυεθνικών που καθορίζουν τις ζωές μας. »Καλούμε την κοινωνία να στηρίξει τις κινητοποιήσεις μας, γιατί ο αγώνας για αξιοπρεπείς όρους εργασίας αφορά όλους μας. »ΔΙΕΚΔΙΚΟΥΜΕ:"
Vodafone CU: Αναβαθμισμένο δίκτυο και μοναδικά προνόμια για να ζουν οι φοιτητές στο ΦΟΥΛ,efsyn.gr,2025-09-16,https://www.efsyn.gr/oikonomia/ta-nea-tis-agoras/484877_vodafone-cu-anabathmismeno-diktyo-kai-monadika-pronomia-gia-na,2026-02-14 17:29:21.690380,"Το Vodafone CU βελτιώνει την καθημερινότητα των φοιτητών με το δίκτυο της Vodafone που συνεχώς αναβαθμίζεται, φοιτητικά πακέτα που προσφέρουν ακόμη περισσότερη αξία και CU Around προσφορές που κάνουν την κάθε μέρα πιο διασκεδαστική. Φέτος, μέσα από το CU AROUND, νέοι και υφιστάμενοι CU συνδρομητές υποδέχονται τη νέα χρονιά με το CU Student Starter Pack, μια σειρά από κουπόνια και προσφορές που τους βοηθούν να ξεκινήσουν με τον καλύτερο δυνατό τρόπο. Οι νέοι CU Students μπορούν να αποκτήσουν το Starter Pack στα καταστήματα Vodafone με την εγγραφή τους, ενώ οι υφιστάμενοι συνδρομητές το βρίσκουν μέσα από το CU AROUND στο My CU App. Στο Starter Pack περιλαμβάνονται μεταξύ άλλων: Τα οφέλη όμως δεν σταματούν εδώ. Για το νέο φοιτητικό σπίτι, η συνδυαστική προσφορά CU και Vodafone προσφέρει ίντερνετ και σταθερό με ταχύτητες fiber έως 100Mbps από 17,9€ και δώρο το Vodafone TV για 2 μήνες, για να απολαμβάνουν τις αγαπημένες τους σειρές και ταινίες. Το Vodafone CU επενδύει σταθερά στην εμπειρία σύνδεσης στα Πανεπιστήμια, αλλά και όπου κινούνται οι νέοι. Τα τελευταία δύο χρόνια η μέση ταχύτητα του δικτύου Vodafone έχει αυξηθεί κατά 50%, ενώ η παρουσία του 5G στους χώρους των πανεπιστημίων αυξήθηκε κατά 70%. Το αποτέλεσμα είναι ταχύτητες και ποιότητα που ξεχωρίζουν, μια εμπειρία που οι ίδιοι οι φοιτητές αναγνωρίζουν και απολαμβάνουν καθημερινά, με γρηγορότερες ταχύτητες στο κινητό, όπου και όποτε το χρειάζονται, σε ακόμη περισσότερα σημεία. Παράλληλα, το Vodafone CU συνεχίζει να δημιουργεί προϊόντα που αναβαθμίζουν πραγματικά τη φοιτητική ζωή. Από το 2016 ήταν το πρώτο που έδωσε free data στα Πανεπιστήμια και σήμερα προσφέρει πακέτα με τριπλάσιες παροχές στην ίδια τιμή. Μαζί με αποκλειστικές προσφορές, εκπτώσεις και προνόμια μέσω του CU Around, το Vodafone CU στηρίζει τοφοιτητικό budget ώστε να ζουν οι φοιτητές την κάθε εμπειρία στο φουλ. Το Vodafone CU είναι ο σύμμαχος που χρειάζονται οι νέοι για να ζήσουν τη φοιτητική ζωή στο έπακρο. Με το Vodafone CU, κάθε φοιτητική εμπειρία γίνεται πιο δυνατή, πιο συνδεδεμένη, πιο ξεχωριστή. Οι CU συνδρομητές απολαμβάνουν ενισχυμένη συνδεσιμότητα, ακριβώς όταν τη χρειάζονται, στις στιγμές που μετρούν περισσότερο."
Το efood επεκτείνεται σε περισσότερα ελληνικά νησιά.,efsyn.gr,2025-07-03,https://www.efsyn.gr/oikonomia/ta-nea-tis-agoras/478442_efood-epekteinetai-se-perissotera-ellinika-nisia,2026-02-14 17:29:21.690380,"Το efood, η #1 υπηρεσία delivery στην Ελλάδα, επεκτείνει την υπηρεσία διανομής του και θα βρίσκεται από φέτος το καλοκαίρι στους πλέον δημοφιλείς νησιωτικούς και καλοκαιρινούς προορισμούς της χώρας. Τόσο οι επισκέπτες όσο και οι κάτοικοι των περιοχών θα μπορούν πλέον να παραγγέλνουν και να παραλαμβάνουν τα αγαπημένα τους προϊόντα, όπου βρίσκονται, μέσα σε λίγα λεπτά. Με στόχο την κάλυψη ακόμη περισσότερων σημείων σε όλη την Ελλάδα, η υπηρεσία διανομής του efood είναι πλέον διαθέσιμη στη Μύκονο, τη Σύρο, την Πάρο, τη Νάξο, την Πρέβεζα, καθώς και στην Κω, τη Ζάκυνθο, τη Λευκάδα και την Κεφαλονιά. Η υπηρεσία του efood προσφέρει μοναδική ευκολία στους χρήστες του, με την παράδοση φαγητού και καφέ όπως και προϊόντων από τα τοπικά καταστήματα -είτε πρόκειται για είδη μικρής λιανικής και σούπερ μάρκετ είτε για ανθοπωλεία, ζαχαροπλαστεία κ.ο.κ- ακόμα και σε προορισμούς όπου η διανομή μπορεί να είναι πρόκληση. Αποτελεί, την ίδια στιγμή, σημαντικό εργαλείο για τις τοπικές επιχειρήσεις που δεν διαθέτουν δική τους υπηρεσία διανομής, επιτρέποντάς τους να προβληθούν, να επεκτείνουν το πελατολόγιό τους και να προσφέρουν τα προϊόντα τους σε ακόμα περισσότερους καταναλωτές. Το efood καθιερώνεται πλέον ως αναπόσπαστο κομμάτι της ελληνικής καλοκαιρινής εμπειρίας για τους επισκέπτες και της καθημερινότητας όλο τον χρόνο για τους κατοίκους των περιοχών, προσφέροντας λύσεις που ενισχύουν τους καταναλωτές αλλά και τη βιωσιμότητα των τοπικών κοινωνιών."
Το efood υποδέχεται τα Mailo’s - The Pasta Project.,efsyn.gr,2025-04-22,https://www.efsyn.gr/oikonomia/ta-nea-tis-agoras/469994_efood-ypodehetai-ta-mailos-pasta-project,2026-02-14 17:29:21.690380,"Πλέον, οι λάτρεις των ζυμαρικών μπορούν να απολαμβάνουν τις signature μακαρονάδες των Mailo’s μέσω της πλατφόρμας του efood, διαλέγοντας ανάμεσα στα φρέσκα ζυμαρικά τους – Rigatoni, Casarecce, Campanelle – και τις αληθινά αγαπημένες sauces που έχουν καθιερώσει τα Mailo’s ως την απόλυτη pasta εμπειρία. Η συνεργασία ξεκινά δυνατά με τα Mailo’s – The Pasta Project, να προσγειώνονται στο efood μέσα από 35 καταστήματα σε 9 πόλεις – ανάμεσά τους η Αθήνα, η Θεσσαλονίκη, η Πάτρα και το Ηράκλειο – για να φέρουν το πιο λαχταριστό pasta cup που έχεις δοκιμάσει, εκεί που το θες. Με περισσότερα από 21.000 καταστήματα διαθέσιμα στις επιλογές του, το efood προσφέρει την καλύτερη εμπειρία delivery και μοναδικές γεύσεις στους χρήστες του."
Νέα νίκη των εργαζομένων της e-food στο δρόμο για τη συλλογική σύμβαση,efsyn.gr,2025-03-16,https://www.efsyn.gr/oikonomia/ergasiaka/466225_nea-niki-ton-ergazomenon-tis-e-food-sto-dromo-gia-ti-syllogiki-symbasi,2026-02-14 17:29:21.690380,"Μια δύσκολη νίκη απέναντι στην e-food κατήγαγαν οι εργαζόμενοι αναγκάζοντας τον κολοσσό της διανομής φαγητού να δεχτεί πώς η κατάρτιση του προγράμματος εργασίας θα γίνεται από τους μισθωτούς διανομείς. Από το Σωματείο Εργαζομένων στηνEfoodΠεριφέρειας Αττικής εκτιμούν πως η εταιρία γιγαντώθηκε ακριβώς λόγω της αρχικής επιλογής της (από το 2020) σχετικά με την επιφόρτιση της διαμόρφωσης του προγράμματος από τους μισθωτούς και πως επεδίωκε να τους οδηγήσει πια σε αποχώρηση αλλάζοντας μονομερώς την παραπάνω απόφαση, κάτι το οποίο θα μετέβαλε άρδην ένα δεδομένο με βάσει το οποίο έχουν διαμορφώσει την καθημερινότητά τους. Οι εκπρόσωποι της πολυεθνικής εταιρίας είχαν συναινέσει προφορικά στο αίτημα ύστερα από τις απεργιακές κινητοποιήσεις του περασμένου Ιανουαρίου αλλά απέφευγαν να υπογράψουν το κείμενο. «Μέχρι και την τελευταία στιγμή συνάδελφοι είχαν κινητοποιηθεί κάτω από τα γραφεία του Οργανισμού Μεσολάβησης και Διαιτησίας, όπως είχε γίνει και στην περίπτωση τουΣΕΠΕδιότι γνωρίζουμε ότι η αγωνιστική μας συμμετοχή και παρουσία αποτελούν καταλύτη των εξελίξεων» εξηγεί το σωματείο. Τελικά, οι συνεχείς πιέσεις του, εδώ και δυόμιση μήνες, υποχρέωσαν την e-food -για πρώτη φορά στα χρόνια δράσης των εργαζομένων- να δεσμευτεί γραπτώς σε διμερή συμφωνία με συλλογικό αντίκτυπο. Σύμφωνα με το σωματείο, η συμφωνία προβλέπει ότι όλοι οι μισθωτοί διανομείς (8ωροι, 6ωροι, 4ωροι) θα διαμορφώνουν μέσω της εφαρμογής σταθερό πρόγραμμα από 1-4 εβδομάδες με συνεχόμενα ρεπό, εφόσον το επιθυμούν, και ότι διασφαλίζεται το πενθήμερο - οκτάωρο, χωρίς διευθέτηση του χρόνου εργασίας, δηλαδή των υπερωριών που δεν πληρώνονται αλλά συμψηφίζονται με ρεπό, όποτε επιλέξει ο εργοδότης. Σε ανακοίνωσή του το σωματείο εξέφρασε την περασμένη Παρασκευή την αισιοδοξία πως η παραπάνω απόφαση ανοίγει τον δρόμο για συλλογικές συμβάσεις εργασίας, καθώς διεκδικούν σημαντικές αυξήσεις στους μισθούς και κατοχύρωση συλλογικών δικαιωμάτων πατώντας στα μεγάλα κέρδη της εταιρίας. Η πρόταση για ΣΣΕ έχει κατατεθεί στον ΟΜΕΔ, με τις διαπραγματεύσεις ανάμεσα στις δύο πλευρές να συνεχίζονται."
Το efood και το Κέντρο Διοτίμα ενώνουν δυνάμεις για τις επιζώσες έμφυλης βίας,efsyn.gr,2025-03-05,https://www.efsyn.gr/oikonomia/ta-nea-tis-agoras/465130_efood-kai-kentro-diotima-enonoyn-dynameis-gia-tis-epizoses,2026-02-14 17:29:21.690380,"Το efood, η #1 υπηρεσία delivery στην Ελλάδα, μέσα από το πρόγραμμα εταιρικής κοινωνικής ευθύνης Love Delivered, ενώνει τις δυνάμεις του με τοΚέντρο Διοτίμακαι ενισχύει τιςυπηρεσίεςνομικής και ψυχοκοινωνικής υποστήριξης για τις γυναίκες που έχουν υποστεί έμφυλη βία. Πώς μπορείς να βοηθήσεις; Με αφορμή την Παγκόσμια Ημέρα της Γυναίκας από τις 28 Φεβρουαρίου έως τις 10 Μαρτίου, κάθε δωρεά που θα γίνεται μέσα από την πλατφόρμα του efood, θα στηρίξει άμεσα το έργο του Κέντρου Διοτίμα και τις επιζώσες έμφυλης βίας. Συγκεκριμένα, το efood έχει ενεργοποιήσει δύο μηχανισμούς. Κάθε χρήστης, μπορεί να πραγματοποιήσει δωρεά του ποσού που επιθυμεί, πατώντας το σχετικό banner στο efood, χωρίς να χρειαστεί να πραγματοποιηθεί παραγγελία ή να προσφέρει 1€ κατά την ολοκλήρωση της παραγγελίας του. Γιατί η συμμετοχή μας έχει σημασία; Η έμφυλη βία είναι ένα πρόβλημα που δεν αφορά μόνο όσες το βιώνουν, αλλά όλες και όλους μας. Με τη συμμετοχή μας σε αυτή την πρωτοβουλία από το efood, συμβάλλουμε στην παροχή απαραίτητων πόρων και υπηρεσιών που βοηθούν τις γυναίκες να ξαναχτίσουν τις ζωές τους, να βρουν ξανά την αυτοπεποίθησή τους και να διεκδικήσουν το δικαίωμά τους σε μια ζωή χωρίς φόβο. Η αλλαγή ξεκινάει από εμάς. Στήριξε κι εσύ την προσπάθεια, γιατί κάθε κίνηση μετράει."
